transaction_id,user_id,account_id,merchant_name,amount,date,category,transaction_type,is_subscription,is_income
USR0002_SUB_1_03,USR0002,USR0002_CRD,Calm App,-207.75,2025-06-22,Health and Wellness > Mental Health,debit,True,False
USR0002_EXP_1_001,USR0002,USR0002_CRD,Delta Airlines,-942.96,2025-06-23,Travel > Airlines,debit,False,False
USR0002_EXP_1_002,USR0002,USR0002_CRD,Lyft,-84.13,2025-07-15,Travel > Ride Share,debit,False,False
USR0002_EXP_1_003,USR0002,USR0002_CRD,Equinox,-651.71,2025-07-07,Sports and Fitness > Gym,debit,False,False
USR0002_EXP_1_004,USR0002,USR0002_CHK,Equinox,-690.9,2025-06-27,Sports and Fitness > Gym,debit,False,False
USR0002_EXP_1_005,USR0002,USR0002_CRD,Soho House,-513.03,2025-06-27,Entertainment > Nightlife,debit,False,False
USR0002_EXP_1_006,USR0002,USR0002_CRD,Soho House,-515.1,2025-06-29,Entertainment > Nightlife,debit,False,False
USR0002_EXP_1_007,USR0002,USR0002_CHK,Target,-271.34,2025-07-10,Shops > Retail,debit,False,False
USR0002_EXP_1_008,USR0002,USR0002_CRD,Lyft,-75.92,2025-07-11,Travel > Ride Share,debit,False,False
USR0002_INC_2_014,USR0002,USR0002_CHK,Stripe Atlas Distributions,2322.83,2025-07-28,Income > Payroll,credit,False,True
USR0002_INC_2_015,USR0002,USR0002_CHK,Stripe Atlas Distributions,2080.51,2025-07-29,Income > Payroll,credit,False,True
USR0002_SUB_2_01,USR0002,USR0002_CRD,Amazon Subscribe & Save,-83.1,2025-07-30,Shops > Retail,debit,True,False
USR0002_SUB_2_02,USR0002,USR0002_CRD,Netflix,-47.49,2025-07-30,Entertainment > Video Streaming,debit,True,False
USR0002_SUB_2_03,USR0002,USR0002_CRD,Calm App,-207.75,2025-07-30,Health and Wellness > Mental Health,debit,True,False
USR0002_EXP_2_001,USR0002,USR0002_CRD,Sweetgreen,-74.48,2025-08-07,Food and Drink > Restaurants,debit,False,False
USR0002_EXP_2_002,USR0002,USR0002_CHK,Wayfair,-730.57,2025-07-24,Home > Furniture,debit,False,False
USR0002_EXP_2_003,USR0002,USR0002_CRD,Equinox,-707.02,2025-07-27,Sports and Fitness > Gym,debit,False,False
USR0002_EXP_2_004,USR0002,USR0002_CRD,Soho House,-534.02,2025-07-31,Entertainment > Nightlife,debit,False,False
USR0002_EXP_2_005,USR0002,USR0002_CHK,Soho House,-562.34,2025-08-11,Entertainment > Nightlife,debit,False,False
USR0002_EXP_2_006,USR0002,USR0002_CHK,Whole Foods,-426.87,2025-08-08,Food and Drink > Groceries,debit,False,False
USR0002_EXP_2_007,USR0002,USR0002_CHK,Wayfair,-738.63,2025-07-26,Home > Furniture,debit,False,False
USR0002_EXP_2_008,USR0002,USR0002_CHK,Target,-238.78,2025-08-14,Shops > Retail,debit,False,False
USR0002_INC_3_027,USR0002,USR0002_CHK,Stripe Atlas Distributions,640.73,2025-09-06,Income > Payroll,credit,False,True
USR0002_INC_3_028,USR0002,USR0002_CHK,AngelList Advisory,478.99,2025-08-29,Income > Payroll,credit,False,True
USR0002_INC_3_029,USR0002,USR0002_CHK,Acme Corp Payroll,779.73,2025-08-23,Income > Payroll,credit,False,True
USR0002_INC_3_030,USR0002,USR0002_CHK,AngelList Advisory,1563.42,2025-08-29,Income > Payroll,credit,False,True
USR0002_SUB_3_01,USR0002,USR0002_CRD,Amazon Subscribe & Save,-83.1,2025-08-22,Shops > Retail,debit,True,False
USR0002_SUB_3_02,USR0002,USR0002_CRD,Netflix,-47.49,2025-08-22,Entertainment > Video Streaming,debit,True,False
USR0002_SUB_3_03,USR0002,USR0002_CRD,Calm App,-207.75,2025-08-22,Health and Wellness > Mental Health,debit,True,False
USR0002_EXP_3_001,USR0002,USR0002_CRD,Shell Gas,-548.26,2025-08-24,Travel > Gas Stations,debit,False,False
USR0002_EXP_3_002,USR0002,USR0002_CHK,Sweetgreen,-194.1,2025-08-25,Food and Drink > Restaurants,debit,False,False
USR0002_EXP_3_003,USR0002,USR0002_CHK,Soho House,-1449.58,2025-09-08,Entertainment > Nightlife,debit,False,False
USR0002_EXP_3_004,USR0002,USR0002_CRD,Sweetgreen,-225.95,2025-08-22,Food and Drink > Restaurants,debit,False,False
USR0002_EXP_3_005,USR0002,USR0002_CHK,Equinox,-1572.38,2025-08-22,Sports and Fitness > Gym,debit,False,False
USR0002_INC_4_039,USR0002,USR0002_CHK,AngelList Advisory,805.95,2025-10-09,Income > Payroll,credit,False,True
USR0002_INC_4_040,USR0002,USR0002_CHK,Upwork Payouts,332.01,2025-09-27,Income > Payroll,credit,False,True
USR0002_INC_4_041,USR0002,USR0002_CHK,Upwork Payouts,2519.68,2025-09-25,Income > Payroll,credit,False,True
USR0002_SUB_4_01,USR0002,USR0002_CRD,Amazon Subscribe & Save,-83.1,2025-10-03,Shops > Retail,debit,True,False
USR0002_SUB_4_02,USR0002,USR0002_CRD,Netflix,-47.49,2025-10-03,Entertainment > Video Streaming,debit,True,False
USR0002_SUB_4_03,USR0002,USR0002_CRD,Calm App,-207.75,2025-10-03,Health and Wellness > Mental Health,debit,True,False
USR0002_EXP_4_001,USR0002,USR0002_CRD,Sweetgreen,-173.1,2025-09-25,Food and Drink > Restaurants,debit,False,False
USR0002_EXP_4_002,USR0002,USR0002_CRD,Soho House,-1129.07,2025-09-21,Entertainment > Nightlife,debit,False,False
USR0002_EXP_4_003,USR0002,USR0002_CRD,Lyft,-159.9,2025-10-04,Travel > Ride Share,debit,False,False
USR0002_EXP_4_004,USR0002,USR0002_CHK,Equinox,-1158.0,2025-09-27,Sports and Fitness > Gym,debit,False,False
USR0002_EXP_4_005,USR0002,USR0002_CHK,Wayfair,-1376.63,2025-10-02,Home > Furniture,debit,False,False
USR0002_INC_5_050,USR0002,USR0002_CHK,Monarch Labs Consulting,226.89,2025-11-01,Income > Payroll,credit,False,True
USR0002_INC_5_051,USR0002,USR0002_CHK,Monarch Labs Consulting,2527.44,2025-10-30,Income > Payroll,credit,False,True
USR0002_INC_5_052,USR0002,USR0002_CHK,Acme Corp Payroll,1147.64,2025-10-23,Income > Payroll,credit,False,True
USR0002_SUB_5_01,USR0002,USR0002_CRD,Amazon Subscribe & Save,-83.1,2025-10-28,Shops > Retail,debit,True,False
USR0002_SUB_5_02,USR0002,USR0002_CRD,Netflix,-47.49,2025-10-28,Entertainment > Video Streaming,debit,True,False
USR0002_SUB_5_03,USR0002,USR0002_CRD,Calm App,-207.75,2025-10-28,Health and Wellness > Mental Health,debit,True,False
USR0002_EXP_5_001,USR0002,USR0002_CHK,Target,-583.6,2025-10-23,Shops > Retail,debit,False,False
USR0002_EXP_5_002,USR0002,USR0002_CRD,Soho House,-1216.5,2025-10-28,Entertainment > Nightlife,debit,False,False
USR0002_EXP_5_003,USR0002,USR0002_CRD,Whole Foods,-845.98,2025-11-05,Food and Drink > Groceries,debit,False,False
USR0002_EXP_5_004,USR0002,USR0002_CRD,Target,-670.91,2025-11-12,Shops > Retail,debit,False,False
USR0002_EXP_5_005,USR0002,USR0002_CHK,Shell Gas,-515.05,2025-10-26,Travel > Gas Stations,debit,False,False
USR0002_EXP_5_006,USR0002,USR0002_CRD,Lyft,-167.86,2025-11-10,Travel > Ride Share,debit,False,False
USR0002_INC_6_062,USR0002,USR0002_CHK,Monarch Labs Consulting,2016.2,2025-11-28,Income > Payroll,credit,False,True
USR0002_INC_6_063,USR0002,USR0002_CHK,AngelList Advisory,378.77,2025-11-29,Income > Payroll,credit,False,True
USR0002_INC_6_064,USR0002,USR0002_CHK,AngelList Advisory,2735.47,2025-12-11,Income > Payroll,credit,False,True
USR0002_SUB_6_01,USR0002,USR0002_CRD,Amazon Subscribe & Save,-83.1,2025-11-28,Shops > Retail,debit,True,False
USR0002_SUB_6_02,USR0002,USR0002_CRD,Netflix,-47.49,2025-11-28,Entertainment > Video Streaming,debit,True,False
USR0002_SUB_6_03,USR0002,USR0002_CRD,Calm App,-207.75,2025-11-28,Health and Wellness > Mental Health,debit,True,False
USR0002_EXP_6_001,USR0002,USR0002_CRD,Sweetgreen,-75.57,2025-12-07,Food and Drink > Restaurants,debit,False,False
USR0002_EXP_6_002,USR0002,USR0002_CRD,Equinox,-624.86,2025-12-03,Sports and Fitness > Gym,debit,False,False
USR0002_EXP_6_003,USR0002,USR0002_CRD,Soho House,-509.98,2025-12-04,Entertainment > Nightlife,debit,False,False
USR0002_EXP_6_004,USR0002,USR0002_CHK,Wayfair,-815.71,2025-12-12,Home > Furniture,debit,False,False
USR0002_EXP_6_005,USR0002,USR0002_CRD,Soho House,-467.56,2025-12-05,Entertainment > Nightlife,debit,False,False
USR0002_EXP_6_006,USR0002,USR0002_CHK,Wayfair,-786.5,2025-11-21,Home > Furniture,debit,False,False
USR0002_EXP_6_007,USR0002,USR0002_CHK,Shell Gas,-205.32,2025-12-10,Travel > Gas Stations,debit,False,False
USR0002_EXP_6_008,USR0002,USR0002_CHK,Target,-231.14,2025-11-23,Shops > Retail,debit,False,False
USR0002_EXP_6_009,USR0002,USR0002_CRD,Whole Foods,-346.07,2025-12-04,Food and Drink > Groceries,debit,False,False
USR0003_INC_1_001,USR0003,USR0003_CHK,AngelList Advisory,7807.36,2025-06-23,Income > Payroll,credit,False,True
USR0003_SUB_1_01,USR0003,USR0003_CRD,Spotify,-55.22,2025-07-09,Entertainment > Music and Audio,debit,True,False
USR0003_SUB_1_02,USR0003,USR0003_CRD,Amazon Subscribe & Save,-140.55,2025-07-09,Shops > Retail,debit,True,False
USR0003_SUB_1_03,USR0003,USR0003_CRD,Netflix,-80.32,2025-07-09,Entertainment > Video Streaming,debit,True,False
USR0003_SUB_1_04,USR0003,USR0003_CRD,Peloton,-225.89,2025-07-09,Sports and Fitness > Gym,debit,True,False
USR0003_SUB_1_05,USR0003,USR0003_CRD,Calm App,-351.38,2025-07-09,Health and Wellness > Mental Health,debit,True,False
USR0003_SUB_1_06,USR0003,USR0003_CRD,iCloud Storage,-60.24,2025-07-09,Utilities > Internet,debit,True,False
USR0003_SUB_1_07,USR0003,USR0003_CRD,Adobe Creative Cloud,-276.08,2025-07-09,Shops > Digital Purchases,debit,True,False
USR0003_EXP_1_001,USR0003,USR0003_CHK,Soho House,-1656.29,2025-07-06,Entertainment > Nightlife,debit,False,False
USR0003_EXP_1_002,USR0003,USR0003_CHK,Sweetgreen,-281.8,2025-07-08,Food and Drink > Restaurants,debit,False,False
USR0003_EXP_1_003,USR0003,USR0003_CHK,Sweetgreen,-266.59,2025-07-06,Food and Drink > Restaurants,debit,False,False
USR0003_EXP_1_004,USR0003,USR0003_CHK,Equinox,-2288.01,2025-07-07,Sports and Fitness > Gym,debit,False,False
USR0003_EXP_1_005,USR0003,USR0003_CHK,Target,-815.1,2025-07-12,Shops > Retail,debit,False,False
USR0003_EXP_1_006,USR0003,USR0003_CHK,Target,-772.21,2025-07-07,Shops > Retail,debit,False,False
USR0003_INC_2_015,USR0003,USR0003_CHK,Acme Corp Payroll,7596.08,2025-08-13,Income > Payroll,credit,False,True
USR0003_SUB_2_01,USR0003,USR0003_CRD,Spotify,-55.22,2025-07-31,Entertainment > Music and Audio,debit,True,False
USR0003_SUB_2_02,USR0003,USR0003_CRD,Amazon Subscribe & Save,-140.55,2025-07-31,Shops > Retail,debit,True,False
USR0003_SUB_2_03,USR0003,USR0003_CRD,Netflix,-80.32,2025-07-31,Entertainment > Video Streaming,debit,True,False
USR0003_SUB_2_04,USR0003,USR0003_CRD,Peloton,-225.89,2025-07-31,Sports and Fitness > Gym,debit,True,False
USR0003_SUB_2_05,USR0003,USR0003_CRD,Calm App,-351.38,2025-07-31,Health and Wellness > Mental Health,debit,True,False
USR0003_SUB_2_06,USR0003,USR0003_CRD,iCloud Storage,-60.24,2025-07-31,Utilities > Internet,debit,True,False
USR0003_SUB_2_07,USR0003,USR0003_CRD,Adobe Creative Cloud,-276.08,2025-07-31,Shops > Digital Purchases,debit,True,False
USR0003_EXP_2_001,USR0003,USR0003_CRD,Delta Airlines,-1890.39,2025-08-04,Travel > Airlines,debit,False,False
USR0003_EXP_2_002,USR0003,USR0003_CRD,Shell Gas,-343.25,2025-07-23,Travel > Gas Stations,debit,False,False
USR0003_EXP_2_003,USR0003,USR0003_CRD,Target,-431.27,2025-08-15,Shops > Retail,debit,False,False
USR0003_EXP_2_004,USR0003,USR0003_CHK,Sweetgreen,-159.69,2025-08-15,Food and Drink > Restaurants,debit,False,False
USR0003_EXP_2_005,USR0003,USR0003_CRD,Delta Airlines,-1820.57,2025-08-02,Travel > Airlines,debit,False,False
USR0003_EXP_2_006,USR0003,USR0003_CRD,Wayfair,-1358.99,2025-08-04,Home > Furniture,debit,False,False
USR0003_INC_3_029,USR0003,USR0003_CHK,Monarch Labs Consulting,7490.62,2025-08-28,Income > Payroll,credit,False,True
USR0003_SUB_3_01,USR0003,USR0003_CRD,Spotify,-55.22,2025-09-05,Entertainment > Music and Audio,debit,True,False
USR0003_SUB_3_02,USR0003,USR0003_CRD,Amazon Subscribe & Save,-140.55,2025-09-05,Shops > Retail,debit,True,False
USR0003_SUB_3_03,USR0003,USR0003_CRD,Netflix,-80.32,2025-09-05,Entertainment > Video Streaming,debit,True,False
USR0003_SUB_3_04,USR0003,USR0003_CRD,Peloton,-225.89,2025-09-05,Sports and Fitness > Gym,debit,True,False
USR0003_SUB_3_05,USR0003,USR0003_CRD,Calm App,-351.38,2025-09-05,Health and Wellness > Mental Health,debit,True,False
USR0003_SUB_3_06,USR0003,USR0003_CRD,iCloud Storage,-60.24,2025-09-05,Utilities > Internet,debit,True,False
USR0003_SUB_3_07,USR0003,USR0003_CRD,Adobe Creative Cloud,-276.08,2025-09-05,Shops > Digital Purchases,debit,True,False
USR0003_EXP_3_001,USR0003,USR0003_CHK,Delta Airlines,-2337.05,2025-09-09,Travel > Airlines,debit,False,False
USR0003_EXP_3_002,USR0003,USR0003_CHK,Equinox,-1405.79,2025-09-08,Sports and Fitness > Gym,debit,False,False
USR0003_EXP_3_003,USR0003,USR0003_CRD,Shell Gas,-439.04,2025-09-10,Travel > Gas Stations,debit,False,False
USR0003_EXP_3_004,USR0003,USR0003_CHK,Wayfair,-1685.96,2025-08-26,Home > Furniture,debit,False,False
USR0003_EXP_3_005,USR0003,USR0003_CRD,Lyft,-143.31,2025-08-27,Travel > Ride Share,debit,False,False
USR0003_EXP_3_006,USR0003,USR0003_CRD,Lyft,-163.41,2025-09-02,Travel > Ride Share,debit,False,False
USR0003_INC_4_043,USR0003,USR0003_CHK,AngelList Advisory,7180.95,2025-09-28,Income > Payroll,credit,False,True
USR0003_SUB_4_01,USR0003,USR0003_CRD,Spotify,-55.22,2025-09-22,Entertainment > Music and Audio,debit,True,False
USR0003_SUB_4_02,USR0003,USR0003_CRD,Amazon Subscribe & Save,-140.55,2025-09-22,Shops > Retail,debit,True,False
USR0003_SUB_4_03,USR0003,USR0003_CRD,Netflix,-80.32,2025-09-22,Entertainment > Video Streaming,debit,True,False
USR0003_SUB_4_04,USR0003,USR0003_CRD,Peloton,-225.89,2025-09-22,Sports and Fitness > Gym,debit,True,False
USR0003_SUB_4_05,USR0003,USR0003_CRD,Calm App,-351.38,2025-09-22,Health and Wellness > Mental Health,debit,True,False
USR0003_SUB_4_06,USR0003,USR0003_CRD,iCloud Storage,-60.24,2025-09-22,Utilities > Internet,debit,True,False
USR0003_SUB_4_07,USR0003,USR0003_CRD,Adobe Creative Cloud,-276.08,2025-09-22,Shops > Digital Purchases,debit,True,False
USR0003_EXP_4_001,USR0003,USR0003_CRD,Whole Foods,-916.16,2025-09-20,Food and Drink > Groceries,debit,False,False
USR0003_EXP_4_002,USR0003,USR0003_CRD,Target,-507.97,2025-10-05,Shops > Retail,debit,False,False
USR0003_EXP_4_003,USR0003,USR0003_CRD,Soho House,-1090.69,2025-09-26,Entertainment > Nightlife,debit,False,False
USR0003_EXP_4_004,USR0003,USR0003_CRD,Shell Gas,-370.87,2025-10-01,Travel > Gas Stations,debit,False,False
USR0003_EXP_4_005,USR0003,USR0003_CHK,Wayfair,-1349.8,2025-10-13,Home > Furniture,debit,False,False
USR0003_EXP_4_006,USR0003,USR0003_CHK,Lyft,-153.6,2025-09-25,Travel > Ride Share,debit,False,False
USR0003_EXP_4_007,USR0003,USR0003_CRD,Wayfair,-1708.24,2025-09-20,Home > Furniture,debit,False,False
USR0003_EXP_4_008,USR0003,USR0003_CRD,Lyft,-162.7,2025-10-02,Travel > Ride Share,debit,False,False
USR0003_INC_5_059,USR0003,USR0003_CHK,Acme Corp Payroll,7321.99,2025-11-07,Income > Payroll,credit,False,True
USR0003_SUB_5_01,USR0003,USR0003_CRD,Spotify,-55.22,2025-11-11,Entertainment > Music and Audio,debit,True,False
USR0003_SUB_5_02,USR0003,USR0003_CRD,Amazon Subscribe & Save,-140.55,2025-11-11,Shops > Retail,debit,True,False
USR0003_SUB_5_03,USR0003,USR0003_CRD,Netflix,-80.32,2025-11-11,Entertainment > Video Streaming,debit,True,False
USR0003_SUB_5_04,USR0003,USR0003_CRD,Peloton,-225.89,2025-11-11,Sports and Fitness > Gym,debit,True,False
USR0003_SUB_5_05,USR0003,USR0003_CRD,Calm App,-351.38,2025-11-11,Health and Wellness > Mental Health,debit,True,False
USR0003_SUB_5_06,USR0003,USR0003_CRD,iCloud Storage,-60.24,2025-11-11,Utilities > Internet,debit,True,False
USR0003_SUB_5_07,USR0003,USR0003_CRD,Adobe Creative Cloud,-276.08,2025-11-11,Shops > Digital Purchases,debit,True,False
USR0003_EXP_5_001,USR0003,USR0003_CHK,Delta Airlines,-1025.06,2025-10-20,Travel > Airlines,debit,False,False
USR0003_EXP_5_002,USR0003,USR0003_CHK,Wayfair,-1056.87,2025-10-23,Home > Furniture,debit,False,False
USR0003_EXP_5_003,USR0003,USR0003_CRD,Shell Gas,-234.37,2025-11-03,Travel > Gas Stations,debit,False,False
USR0003_EXP_5_004,USR0003,USR0003_CRD,Wayfair,-1016.05,2025-11-12,Home > Furniture,debit,False,False
USR0003_EXP_5_005,USR0003,USR0003_CHK,Comcast,-481.4,2025-11-08,Utilities > Cable,debit,False,False
USR0003_EXP_5_006,USR0003,USR0003_CRD,Lyft,-100.48,2025-11-04,Travel > Ride Share,debit,False,False
USR0003_EXP_5_007,USR0003,USR0003_CHK,Target,-309.43,2025-11-07,Shops > Retail,debit,False,False
USR0003_EXP_5_008,USR0003,USR0003_CHK,Whole Foods,-479.28,2025-10-22,Food and Drink > Groceries,debit,False,False
USR0003_EXP_5_009,USR0003,USR0003_CRD,Target,-291.98,2025-11-13,Shops > Retail,debit,False,False
USR0003_EXP_5_010,USR0003,USR0003_CHK,Wayfair,-946.43,2025-11-01,Home > Furniture,debit,False,False
USR0003_INC_6_077,USR0003,USR0003_CHK,Stripe Atlas Distributions,7250.21,2025-11-24,Income > Payroll,credit,False,True
USR0003_SUB_6_01,USR0003,USR0003_CRD,Spotify,-55.22,2025-12-04,Entertainment > Music and Audio,debit,True,False
